,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,has_company,has_agent,had_previous_cancellation,has_special_requests,has_booking_changes,needs_parking,log_lead_time,total_nights,country_freq,hotel_Resort Hotel,meal_FB,meal_HB,meal_SC,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Other,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,customer_type_Other,customer_type_Transient,customer_type_Transient-Party,season_Ete,season_Hiver,season_Printemps
51408,2.043435851837104,2016,-0.44989164217968514,19,3,2,0,0,0,0,0,0.0,0,6.68892742324407,-0.4571329644474735,0,0,0,1,0,0,0,0,1.2049435819086205,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
12453,1.4998375747305694,2017,-0.08244293858132791,30,3,2,0,0,0,0,0,4.0,0,-0.13252631888727007,0.3480605070451062,0,0,0,1,0,0,0,0,1.0817097222856422,0.621643542544451,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
104601,-0.9182375199847058,2017,-1.7727069751337712,18,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,0,0,-1.1808406709987305,-0.954444488871778,0.07105481161456749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
62693,-0.9557270563368806,2017,-1.7727069751337712,19,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.12664272695056455,0,1,0,1,0,1,0,0,-1.7083996248506181,-0.954444488871778,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
55444,1.0124736021522969,2016,0.43198524645637226,13,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.12354685507716603,0,0,0,1,0,0,0,0,0.9457023641591643,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
7367,0.6844401590707674,2016,0.3584955057367008,5,4,3,1,0,0,0,0,7.0,0,-0.13252631888727007,4.087977775722965,0,0,0,1,0,0,0,0,0.8339336677131521,1.0156655503985081,0.40728584461478773,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
48151,-0.8338860631923125,2016,-1.1112993086567282,17,3,2,2,0,0,0,0,5.0,0,-0.13252631888727007,1.9488568493858691,0,0,0,1,0,0,0,0,-0.6661200472010173,0.621643542544451,0.0008598722775080482,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
61640,1.0874526748566467,2016,1.8282903201301297,21,4,3,0,0,0,0,0,3.0,0,-0.13252631888727007,0.05471322211759195,0,0,0,1,0,0,0,0,0.9686593220465719,0.621643542544451,0.01751203296876147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
35790,-0.14970202476512218,2017,-0.743850605058371,29,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6989828937409462,0,0,0,1,0,0,0,0,0.4023546226834841,-0.1664004731636635,0.10131812128393612,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3522,-0.09346772023685995,2015,1.8282903201301297,21,6,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.474987580663624,0,1,0,1,0,1,0,0,0.4429757821065897,2.19773157396068,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
73298,0.15958665014032003,2017,0.43198524645637226,18,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.4810779681565162,0,0,0,1,0,0,0,0,0.5987247741771651,-0.1664004731636635,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
498,-0.9182375199847058,2015,0.13802628357768645,17,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.549254629259073,0,0,0,1,0,0,0,0,-1.1808406709987305,-0.1664004731636635,0.10131812128393612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23472,0.6375782386305489,2016,-0.743850605058371,18,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.7323415046779771,0,1,0,1,0,1,0,0,0.8161935233143818,1.803709566106623,0.10131812128393612,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
88777,-0.9182375199847058,2017,-1.6257274936944284,31,2,1,0,0,1,1,15,0.0,0,-0.13252631888727007,-0.26949077792667553,1,2,1,0,1,1,0,1,-1.1808406709987305,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18180,-0.974471824512968,2015,1.387351875812101,10,1,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-0.707322546475204,0,1,0,1,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
93861,0.20644857058053853,2016,0.28500576501702934,25,2,3,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.02493046149456881,0,1,0,1,0,1,0,0,0.6237336358109065,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
83846,-0.9088651358966621,2016,-1.4787480122550856,13,1,3,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5227762318278046,0,1,0,1,0,1,0,0,-1.0976990922306853,-0.954444488871778,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
19933,-0.9276099040727495,2016,-1.8461967158534427,9,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.3327965015445304,0,2,0,0,0,1,0,0,-1.2768205798209502,-0.954444488871778,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
85660,-0.5995764609912199,2016,-1.1112993086567282,14,4,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.06475230330064949,0,0,0,1,0,0,0,0,-0.08022904946983313,0.621643542544451,0.03138533812904376,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
55607,0.22519333875662595,2016,0.5054749871760437,17,4,1,0,0,0,0,0,3.0,0,-0.13252631888727007,0.42687022538384134,0,0,0,1,0,0,0,0,0.6334625360618589,0.621643542544451,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
54878,-0.11221248841294736,2016,0.28500576501702934,28,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.4143607462824546,0,0,0,1,0,0,0,0,0.42972768767565434,-0.1664004731636635,0.00011534872015351865,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
57037,0.3845238682533689,2016,0.7994339500547295,16,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.351813350775522,0,0,0,1,0,0,0,0,0.7105413897326025,0.22762153469039376,0.10131812128393612,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
48587,0.5344820136620682,2016,-1.0378095679370567,25,2,2,0,0,0,0,0,0.0,0,5.608863914073274,0.5853236273347373,0,0,0,1,0,0,0,0,0.7752892275862627,-0.1664004731636635,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
63671,-0.6839279177836133,2017,-1.4787480122550856,17,2,2,0,0,0,0,0,0.0,0,0.777000846730242,-0.14439598691281025,0,0,0,1,0,0,0,0,-0.2345410021713492,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
98203,-0.6089488450792636,2016,0.9464134314940724,25,0,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.7667110743048416,0,0,0,1,0,0,0,0,-0.09560358241164106,-0.954444488871778,0.061449409099965394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
94510,-0.787024142752094,2016,0.3584955057367008,5,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.87487392927128,1,1,0,1,0,1,0,1,-0.4968040685296593,-0.954444488871778,0.007717878002999066,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
79437,0.30954479554901926,2016,-1.6257274936944284,27,2,1,0,0,0,1,0,0.0,0,2.4255188344119825,-0.6656242828039156,0,0,0,1,1,0,0,0,0.6754539693066727,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
19918,-0.974471824512968,2016,-1.8461967158534427,8,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.474570598026911,0,0,0,1,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.01751203296876147,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
111496,-0.6558107655194821,2017,-0.596871123619028,9,2,1,0,0,0,0,0,0.0,2,-0.13252631888727007,0.5853236273347373,0,0,0,1,0,0,1,0,-0.1787451611796863,-0.5604224810177207,0.005264096137915124,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
106762,-0.7776517586640502,2017,-1.3317685308157425,27,3,2,1,0,0,0,0,0.0,0,-0.13252631888727007,0.12664272695056455,0,2,0,1,0,1,0,0,-0.4678389879730977,0.22762153469039376,0.07105481161456749,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
88706,-0.9650994404249243,2016,-0.5233813828993567,10,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.3945855689405408,0,0,1,0,0,0,0,0,-1.9608571822900212,-0.954444488871778,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11574,-0.7776517586640502,2017,-0.5233813828993567,18,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.06099945957023339,0,1,0,1,0,1,0,0,-0.4678389879730977,-0.1664004731636635,0.027998280255444985,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
111265,-0.009116263444466631,2017,-0.596871123619028,7,0,1,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6895692865129583,0,2,0,1,0,1,0,0,0.49933314751450103,-0.954444488871778,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6908,-0.9088651358966621,2016,0.13802628357768645,11,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5019270999921605,0,0,0,1,0,0,0,0,-1.0976990922306853,-0.5604224810177207,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
93067,0.06586280925988298,2016,0.13802628357768645,13,3,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.6187137361737162,0,0,0,1,0,0,0,0,0.5454755091199414,-0.1664004731636635,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
102475,-0.41212877923034585,2016,1.534331357251444,25,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.5613786236256946,0,0,0,1,0,0,0,0,0.16714572914749704,0.22762153469039376,0.08782232102597444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
89189,-0.374639242878171,2016,-0.44989164217968514,17,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5853236273347373,0,0,1,0,0,0,0,0,0.20669152224454115,-0.5604224810177207,0.0035653240774723947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
110797,-0.8901203677205747,2017,-0.743850605058371,29,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.8146640775268236,0,3,0,1,0,1,0,0,-0.9587616724709769,-0.1664004731636635,0.07105481161456749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
21240,-0.974471824512968,2016,-1.3317685308157425,22,0,1,0,0,0,0,0,5.0,0,-0.13252631888727007,-2.1250635112990106,0,1,0,0,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
67674,-0.046605799796641444,2017,-0.6703608643386995,6,1,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6895692865129583,0,0,0,1,0,0,0,0,0.47491288237773543,-0.5604224810177207,0.08782232102597444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
20451,1.8653605541642737,2016,0.13802628357768645,13,4,2,2,0,0,0,1,6.0,0,-0.13252631888727007,1.1978711206659642,1,2,0,1,0,1,0,1,1.1671964524062177,0.22762153469039376,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
37818,1.5935614156110065,2017,-0.22942242002067081,16,10,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9429177362179836,0,1,0,1,0,1,0,0,1.1047729866353226,4.167841613230967,0.10131812128393612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
74968,1.4342308861142634,2015,-0.00895319786165646,1,2,2,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.008876629981122848,0,0,0,1,1,0,0,0,1.0650415810915268,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
10772,-0.8807479836325309,2017,-0.9643198272173853,3,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.186852578695021,0,0,1,0,0,0,0,0,-0.8994180330027658,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
87854,-0.9276099040727495,2016,-0.8173403457780424,11,11,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.14439598691281025,0,0,0,1,0,0,1,0,-1.2768205798209502,4.955885628939081,0.0010276522340949845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34207,-0.8620032154564435,2017,-1.1847890493763997,15,2,1,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.3119473697088861,1,1,0,1,0,1,0,1,-0.7954039875745028,-0.5604224810177207,0.08782232102597444,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
65351,0.5438543977501118,2017,-1.0378095679370567,1,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.0818485914058776,0,0,0,1,0,0,0,0,0.779120851665994,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
77973,-0.8057689109281814,2015,0.9464134314940724,27,1,2,0,0,0,0,0,0.0,1,-0.13252631888727007,1.4192889007605058,0,0,0,1,0,0,1,0,-0.5591197277124546,-0.1664004731636635,0.03138533812904376,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
24544,-0.2527982497336029,2016,-0.44989164217968514,18,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.7383877529103138,0,0,0,1,0,0,0,0,0.32021165992423617,1.4096875582525654,0.027998280255444985,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1988,0.1408418819642326,2015,0.8729236907744009,25,6,2,0,0,0,0,0,5.0,0,-0.13252631888727007,-0.3424627393514303,1,1,0,1,0,1,0,1,0.5884330200574299,1.803709566106623,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4437,0.009628504731620774,2016,-1.1112993086567282,18,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.1243051831880884,0,0,0,1,0,0,0,0,0.511193257496266,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
37366,-0.974471824512968,2017,-0.22942242002067081,14,1,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.40810600673176145,0,3,0,0,0,1,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16587,-0.9182375199847058,2015,0.6524544686153866,31,2,2,1,0,0,0,0,2.0,1,-0.13252631888727007,0.7646261611212773,0,2,0,1,0,1,1,0,-1.1808406709987305,-0.1664004731636635,0.40728584461478773,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
77425,-0.7963965268401376,2015,1.019903172213744,6,3,1,0,0,1,0,0,0.0,0,-0.13252631888727007,-0.4571329644474735,0,0,0,1,0,0,0,0,-0.5271826274413091,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
31352,-0.08409533614881626,2016,1.8282903201301297,24,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.9199836911987751,0,2,0,1,0,1,0,0,0.44949560029772173,-0.5604224810177207,0.08782232102597444,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
16804,0.22519333875662595,2015,0.725944209335058,6,5,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-0.0922731573236997,0,0,0,1,0,0,0,0,0.6334625360618589,1.4096875582525654,0.027998280255444985,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
86375,0.13146949787618892,2016,-1.0378095679370567,24,7,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.4809009747401079,0,1,0,1,0,1,0,0,0.5832226386223447,2.19773157396068,0.08782232102597444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
87208,-0.974471824512968,2016,-0.8173403457780424,15,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.12664272695056455,0,0,0,0,0,0,0,0,-2.3924362273196893,-0.954444488871778,0.40728584461478773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
59617,-0.2715430179096903,2016,1.3138621350924296,30,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.0640953314436319,0,0,0,1,0,0,0,0,0.3040383623468816,-0.5604224810177207,0.40728584461478773,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
62899,-0.4777354678466518,2017,-1.6992172344140999,24,4,3,0,0,0,0,0,3.0,2,-0.13252631888727007,0.33117271025823436,0,0,0,1,0,0,1,0,0.09125262511719205,0.22762153469039376,0.008493860302213647,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
97719,-0.280915401997734,2016,0.8729236907744009,18,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.015725345584937465,0,0,0,1,0,0,0,0,0.29579139478747,-0.5604224810177207,0.010758889716137286,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
56861,3.0837704856099553,2016,0.7994339500547295,15,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,1.38886568655721,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
90938,-0.9557270563368806,2016,-0.15593267930099936,13,0,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.47798209628311766,0,1,0,1,0,1,0,0,-1.7083996248506181,-0.954444488871778,0.01751203296876147,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
72559,1.8559881700762302,2017,0.28500576501702934,31,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.26740586474311123,0,1,0,1,0,1,0,0,1.165144928480971,-0.1664004731636635,0.01751203296876147,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
80090,2.1465320768055847,2016,0.8729236907744009,20,2,2,0,0,0,1,0,0.0,0,0.9475371902835255,-0.24864164609103132,0,0,0,1,1,0,0,0,1.2257948650373909,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
54085,1.321762277057739,2016,0.064536542858015,6,4,1,0,0,0,0,0,0.0,0,-0.13252631888727007,0.16834099062185298,0,0,0,1,0,0,0,0,1.0353865980289056,1.0156655503985081,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
52206,2.1184149245414536,2016,-0.3029121607403423,2,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8324173374890693,0,0,0,1,0,0,0,0,1.220177049952038,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
96181,-0.6839279177836133,2016,0.5789647278957152,23,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5769839746004795,0,1,0,1,0,1,0,0,-0.2345410021713492,1.4096875582525654,0.017784675398215242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
60130,-0.6839279177836133,2016,1.3138621350924296,5,3,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.5423744157533101,0,1,0,1,0,1,0,0,-0.2345410021713492,0.621643542544451,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9214,1.7622643291957931,2016,1.3138621350924296,3,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.3327965015445304,0,0,0,1,0,0,0,0,1.1442491101621908,-0.954444488871778,0.40728584461478773,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
67554,-0.6089488450792636,2017,-0.6703608643386995,4,3,2,2,0,0,0,0,5.0,0,-0.13252631888727007,3.274861634132841,0,0,0,1,0,0,0,0,-0.09560358241164106,-0.1664004731636635,0.007717878002999066,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
47190,-0.8620032154564435,2016,-1.4787480122550856,12,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.08494446327927611,0,1,0,1,0,1,0,0,-0.7954039875745028,-0.5604224810177207,0.07105481161456749,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
38421,-0.9463546722488368,2017,0.064536542858015,14,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.4192889007605058,0,2,0,1,0,1,0,0,-1.5292781372603534,-0.1664004731636635,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
78098,-0.7963965268401376,2015,0.9464134314940724,30,4,3,0,0,0,0,0,3.0,1,-0.13252631888727007,-0.21799342229263435,0,2,0,1,0,1,1,0,-0.5271826274413091,0.22762153469039376,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
80461,-0.6558107655194821,2015,1.681310838690787,8,2,1,0,0,0,1,0,0.0,0,-0.13252631888727007,-0.24864164609103132,0,0,0,1,1,0,0,0,-0.1787451611796863,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
33503,-0.7682793745760066,2017,-1.405258271535414,23,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.8741156011603578,0,0,0,1,0,0,0,0,-0.4401616781920666,-0.5604224810177207,0.07105481161456749,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
38725,2.137159692717541,2017,0.13802628357768645,22,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.0936254614877432,0,2,0,1,0,1,0,0,1.223927886283185,1.0156655503985081,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
59957,1.8841053223403612,2016,1.3138621350924296,4,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-0.26949077792667553,0,0,0,1,0,0,0,0,1.1712793322691957,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
58364,0.22519333875662595,2016,1.0933929129334152,11,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,0.6332766305567192,0,0,0,1,0,0,0,0,0.6334625360618589,0.621643542544451,0.005295554879775175,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
91668,-0.6089488450792636,2016,-0.08244293858132791,21,3,1,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.15482055283063234,0,1,0,1,0,1,1,0,-0.09560358241164106,-0.1664004731636635,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
30432,-0.7682793745760066,2016,1.4608416165317726,15,5,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.9445856667648352,0,1,0,1,0,1,0,0,-0.4401616781920666,1.4096875582525654,0.10131812128393612,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
110558,-0.2621706338216466,2017,-0.743850605058371,24,4,2,0,0,0,0,0,0.0,0,-0.13252631888727007,1.2149674087711924,0,1,0,1,0,1,0,0,0.31217752331819315,0.621643542544451,0.10131812128393612,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
41394,-0.5995764609912199,2015,0.43198524645637226,15,2,3,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.3737364371048966,0,1,0,1,0,1,1,0,-0.08022904946983313,0.22762153469039376,0.07105481161456749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
28638,-0.9088651358966621,2016,1.019903172213744,5,4,2,0,0,0,0,0,0.0,1,-0.13252631888727007,-0.9158138648316462,1,1,1,0,0,1,1,1,-1.0976990922306853,0.22762153469039376,0.10131812128393612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57878,-0.7963965268401376,2016,1.019903172213744,2,1,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.29552069481928256,0,0,0,1,0,0,0,0,-0.5271826274413091,-0.1664004731636635,0.008493860302213647,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1924,0.18770380240445111,2015,0.8729236907744009,21,5,2,0,0,0,0,0,0.0,0,-0.13252631888727007,-1.0056736230432728,1,0,0,1,0,0,0,1,0.6138503021374435,1.4096875582525654,0.08782232102597444,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
71663,-0.815141295016225,2017,0.064536542858015,9,2,2,0,0,0,0,0,0.0,0,-0.13252631888727007,0.5853236273347373,0,1,0,1,0,1,0,0,-0.5927839773518792,0.22762153469039376,0.061449409099965394,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
12809,0.853143072655554,2017,0.13802628357768645,17,6,2,2,0,0,0,0,6.0,0,-0.13252631888727007,3.9351536393676936,0,0,0,1,0,0,0,0,0.8939129753815641,2.19773157396068,0.014638801212210187,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10077,-0.4589906996705644,2017,-1.5522377529747569,10,2,2,0,0,0,0,0,3.0,0,-0.13252631888727007,-0.9158138648316462,0,1,0,1,0,1,0,0,0.11389646409027386,-0.1664004731636635,0.10131812128393612,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
47251,-0.8713755995444873,2016,-1.4787480122550856,13,1,2,1,0,0,0,0,0.0,0,-0.13252631888727007,-0.38311854643093657,0,0,0,1,0,0,0,0,-0.8452415347912821,-0.5604224810177207,0.40728584461478773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
10154,-0.6651831496075258,2017,-1.4787480122550856,17,2,2,0,0,0,0,0,4.0,0,-0.13252631888727007,-0.707322546475204,0,0,0,1,0,0,0,0,-0.19679387266894618,-0.5604224810177207,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
22246,-0.5058526201107829,2016,-1.1112993086567282,17,3,2,2,0,0,0,0,6.0,0,-0.13252631888727007,-0.3320381734336082,0,1,0,1,0,1,0,0,0.05566368477045675,0.621643542544451,0.40728584461478773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
