id,adr_eur,is_canceled
78957,65.0,0
1260,260.71,0
29508,72.4,0
94472,148.5,0
52629,120.0,1
24785,63.0,0
115037,112.67,0
115612,128.7,0
10906,80.0,1
10911,43.2,1
74474,62.0,1
57464,107.0,0
62885,68.0,1
42194,60.0,0
68243,160.0,1
109382,115.0,0
108881,96.12,0
42590,76.08,0
21008,55.0,0
51661,130.0,1
4594,84.0,0
70821,117.0,1
60940,71.28,1
69764,90.0,1
49098,75.0,1
10716,55.8,1
107218,104.72,0
62063,79.29,1
14202,114.0,0
19157,38.4,0
83392,95.0,0
36531,86.25,0
94421,62.18,0
20708,54.67,0
20875,106.0,0
34330,82.0,0
54287,91.38,1
48434,99.0,1
115584,179.1,0
26158,203.5,0
65385,99.0,1
38759,0.0,0
89873,128.78,0
53092,130.0,1
72830,148.5,1
18736,30.5,0
116632,160.0,0
37665,140.0,0
36889,58.7,0
85852,74.95,0
61023,63.75,1
7050,209.0,1
24618,90.0,0
45321,85.67,0
51972,119.85,0
26051,119.0,0
29891,76.0,0
19968,48.0,0
24771,107.0,0
81993,70.0,1
40496,62.0,1
110863,140.0,0
47545,83.3,0
12704,105.0,1
89834,197.0,0
26653,174.0,0
91260,85.0,0
61831,65.0,1
22847,54.0,0
6902,119.0,1
6983,115.5,1
51696,130.0,1
2584,76.0,0
69198,133.0,1
74194,62.0,1
10855,195.86,1
118052,130.5,0
6172,58.0,1
115270,116.1,0
104471,88.0,0
74831,85.0,1
114096,112.67,0
4409,46.4,1
21701,37.0,0
81298,63.0,0
3862,48.0,1
113633,90.0,0
89407,65.0,0
13536,153.75,1
86174,137.0,0
46046,62.0,0
24316,39.0,0
57154,234.0,1
102659,75.0,0
2134,36.05,1
114044,153.0,0
71380,80.0,1
26310,173.25,0
110799,101.25,0
76039,101.5,1
50836,99.45,0
67177,90.0,1
20326,56.0,0
29296,63.75,0
2256,67.0,0
78926,90.0,0
87196,80.75,0
50186,109.0,1
14402,130.0,0
91426,101.52,0
23151,41.4,0
54927,80.75,1
50174,110.16,1
58914,60.0,1
30783,64.0,0
66572,171.0,1
55535,130.05,1
79129,100.8,0
623,194.0,0
116728,138.0,0
106972,75.0,0
60530,68.0,1
65236,108.0,1
116179,120.6,0
22802,51.84,0
76211,86.0,1
19815,48.0,0
108075,95.0,0
93035,139.5,0
31956,44.0,0
36825,159.0,0
18340,66.0,1
76460,62.0,1
47611,60.0,1
45259,85.67,0
811,125.89,0
83634,81.8,0
5038,101.0,1
104086,0.0,0
33704,153.0,0
105966,78.0,0
19863,73.25,0
117616,170.0,0
99655,115.0,0
105802,79.0,0
46508,54.0,0
70008,189.0,1
79300,96.3,0
91021,111.0,0
43799,200.0,1
97842,137.53,0
14253,172.0,0
42317,105.0,0
85213,83.9,0
24027,43.43,0
9369,37.8,1
32775,58.5,0
48714,115.6,1
9654,56.0,1
21733,48.0,0
15536,114.0,0
14847,49.95,1
17324,74.2,0
562,195.0,1
105535,75.0,0
9316,49.9,1
80948,60.0,0
114857,100.0,0
69143,126.0,1
15915,113.9,0
35220,132.0,0
51039,101.0,1
75575,101.5,0
87760,140.0,0
10881,105.0,1
81978,70.0,1
97491,117.0,0
37386,173.67,0
50886,99.45,0
83787,133.6,0
3282,46.4,1
115797,108.0,0
84344,66.0,0
40504,62.0,1
79867,90.0,1
86796,84.58,0
75527,62.0,1
116820,75.65,0
45370,85.67,0
112280,139.5,0
25811,211.8,0
83239,59.0,0
83530,85.98,0
58476,59.0,1
66500,95.0,1
99668,112.0,0
21471,68.0,0
17493,47.0,0
3157,64.0,1
38133,160.0,0
1971,80.0,0
82925,121.0,1
38253,116.5,0
47446,85.0,1
13703,205.14,1
12903,192.0,1
41228,101.5,1
92445,112.96,0
87030,89.22,0
59206,112.79,1
79959,96.5,0
109259,133.38,0
6582,85.0,0
12025,150.0,1
112716,157.5,0
22940,56.0,0
93419,111.0,0
96232,83.83,0
15755,8.0,1
100467,67.77,0
34086,66.5,0
36304,105.25,0
111952,164.0,0
68520,279.0,1
107946,139.4,0
16905,89.0,0
69411,130.0,1
74042,62.0,1
22810,56.0,0
116445,130.0,0
47297,65.66,0
92692,139.2,0
60604,90.79,1
106122,92.65,0
4163,56.0,1
104142,90.34,0
11753,38.0,1
107809,142.2,0
27001,183.6,0
107484,59.84,0
2972,63.92,1
12318,162.12,1
5434,113.0,1
99445,102.6,0
24224,66.0,0
90539,90.0,0
59571,140.0,1
49066,75.0,1
3839,66.98,0
34074,69.67,0
6487,114.75,1
35115,80.0,0
57286,149.4,1
8031,89.0,1
93408,0.0,0
39350,150.48,0
39815,168.0,0
35082,76.64,0
117966,112.5,0
73718,62.8,1
76006,101.5,1
92421,166.0,0
25211,0.0,0
93381,161.1,0
27067,254.0,0
82695,98.0,0
114133,130.0,0
7231,200.0,1
32546,45.0,0
117503,111.6,0
45185,94.5,0
52275,120.0,1
78909,90.0,0
70088,135.33,1
12639,120.0,1
71082,100.0,1
39037,194.0,0
104363,70.0,0
61123,127.2,1
38187,147.02,0
31808,44.0,0
26946,236.0,0
86375,78.86,0
28295,59.6,0
29906,74.8,0
104055,81.62,0
110669,160.0,0
118165,89.0,0
88122,110.0,0
7848,82.88,0
18686,60.0,1
119326,126.0,0
13377,151.0,1
109317,220.0,0
85790,93.33,0
36058,66.8,0
108994,95.0,0
23681,46.0,0
72172,200.0,1
51175,90.0,1
111914,116.33,0
43659,106.0,0
100935,127.4,0
64364,88.4,1
93240,118.8,0
114197,80.1,0
7243,205.0,1
90990,87.0,0
91076,141.0,0
115062,162.0,0
112982,65.0,0
40067,68.0,1
16055,134.0,0
21709,40.0,0
97903,144.0,0
109040,115.0,0
102872,79.2,0
100543,149.0,0
53889,75.0,1
94127,0.0,0
37259,51.95,0
24704,69.0,0
95803,144.9,0
96840,102.08,0
29145,121.0,0
89972,120.0,0
101953,78.63,0
65940,206.1,1
43449,109.0,0
62707,62.0,1
66736,99.0,1
98029,101.33,0
55836,231.0,1
43125,80.85,0
96016,137.0,0
102249,74.8,0
81043,85.0,1
62745,104.0,1
112908,140.0,0
16522,172.71,0
66378,214.0,1
84102,81.0,0
33723,99.0,0
88187,133.5,0
59106,95.0,1
38595,106.85,0
3091,0.0,0
47594,90.9,1
84242,93.0,0
67713,90.0,1
24716,60.0,0
83221,60.0,0
34990,92.0,0
10951,45.0,1
61726,79.2,1
92614,75.0,0
61609,86.0,1
31049,50.4,0
99099,180.9,0
109448,120.0,0
5660,53.87,1
69815,110.0,1
116131,120.0,0
101336,171.9,0
39993,230.43,0
103707,105.61,0
98332,119.0,0
73641,90.0,1
113606,130.0,0
69651,90.0,1
68892,128.0,1
87656,94.5,0
44689,72.75,0
30720,43.8,0
14239,30.0,0
65352,98.0,1
49120,75.0,1
4324,82.0,1
31865,37.8,0
105620,91.8,0
76564,48.0,1
85172,91.0,0
104288,67.0,0
66466,198.0,1
89169,66.88,0
25388,72.0,0
89046,97.0,0
76455,62.0,1
113459,75.0,0
46535,80.3,0
6719,145.88,1
487,132.3,0
108323,90.0,0
114912,120.0,0
96050,131.4,0
106621,123.0,0
76249,86.0,1
11269,71.43,1
20243,30.0,0
75426,62.0,1
81415,65.0,0
103371,89.55,0
12500,165.0,1
59522,109.8,1
108774,85.8,0
18475,42.0,0
114678,0.0,0
89665,94.5,0
9931,48.0,1
97317,115.0,0
48574,130.0,1
78847,67.0,0
5374,52.2,1
43236,115.0,0
42780,90.0,0
114256,109.8,0
112556,170.0,0
102120,111.0,0
67947,90.0,1
26668,231.0,0
28370,80.0,0
107451,68.0,0
87176,113.04,0
36814,56.2,0
55588,176.0,1
73556,109.44,1
114155,130.5,0
69290,140.0,1
115315,113.6,0
117552,126.0,0
88769,98.0,0
55628,62.0,1
53234,95.88,1
14579,45.0,0
18916,35.1,0
64823,75.0,1
112219,162.0,0
47795,80.3,0
105189,98.0,0
23283,77.0,0
8803,0.0,1
65542,121.5,1
101535,138.24,0
112689,144.0,0
96483,139.0,0
77933,170.0,0
63577,86.4,1
104945,88.0,0
2638,39.0,1
3948,50.0,1
74966,101.5,1
105532,91.8,0
48959,85.5,1
65189,95.0,1
17946,39.0,0
52362,62.8,1
86981,133.83,0
76823,133.0,0
114672,160.0,0
29879,88.8,0
16308,229.0,0
65800,99.0,1
66647,105.0,1
47452,69.9,1
50691,105.3,1
91969,89.1,0
28734,58.0,0
11426,68.0,1
57539,95.0,1
6516,112.0,1
299,131.0,0
21235,40.0,0
96448,99.0,0
95494,186.3,0
82511,103.14,0
109773,80.0,0
17235,58.0,0
8226,92.0,1
47856,85.0,1
74646,62.0,1
101412,90.0,0
3020,40.0,1
44582,72.75,0
27825,151.0,0
24351,39.0,0
18100,42.0,0
116774,95.5,0
18895,147.0,0
66160,130.5,1
19901,38.0,0
5196,94.0,1
32196,55.0,0
22207,75.0,0
35631,65.1,0
114406,162.0,0
15261,2.4,0
4928,72.0,1
80170,65.0,0
67178,90.0,1
22077,86.0,0
45018,101.5,1
40009,137.0,0
37199,88.2,0
90609,110.0,0
56770,100.3,0
20443,58.0,0
105784,79.2,0
114436,117.0,0
97132,108.0,0
372,120.0,0
59027,100.0,1
111160,83.16,0
59127,140.0,1
13881,45.0,0
66898,100.0,1
110078,95.0,0
91714,115.0,0
39958,284.29,0
83445,171.26,0
72795,80.1,1
26912,221.0,0
47299,91.0,1
12344,80.1,1
12488,126.0,1
45702,75.0,1
13950,53.0,1
69371,130.0,1
84793,89.0,0
99354,120.0,0
116914,112.5,0
16895,62.48,0
67490,120.0,1
50242,105.4,1
7295,177.5,1
60353,100.0,1
95237,184.5,0
71669,120.6,1
27388,199.0,0
117643,125.0,0
69843,126.67,1
54996,266.3,1
7927,86.4,0
69164,140.0,1
48329,101.0,1
36179,81.0,0
72490,90.0,1
108924,89.32,0
61637,120.7,1
12503,199.0,1
114771,122.4,0
79805,84.0,1
49475,62.0,1
101086,97.2,0
8097,127.75,1
213,123.0,1
100896,122.94,0
101053,120.0,0
108754,108.0,0
94509,160.0,0
43151,105.0,0
76974,170.0,1
87627,167.0,0
85455,85.67,0
84055,80.0,0
17737,44.5,0
95939,72.25,0
69628,126.0,1
33820,60.0,0
73361,140.0,1
19539,78.0,0
46374,67.0,1
109875,114.0,0
60222,62.8,1
20458,52.8,0
63932,75.0,1
15040,52.56,0
98781,245.0,0
54248,103.5,1
23249,75.0,0
20828,71.0,0
78693,65.0,0
107220,106.2,0
113743,99.0,0
81025,85.0,1
112726,126.0,0
36855,117.0,0
96779,106.2,0
26804,132.9,0
78754,100.0,0
40580,94.5,1
38144,137.9,0
99538,155.0,0
105244,100.0,0
106459,75.0,0
38670,171.94,0
119203,104.0,0
105325,90.0,0
47225,108.35,1
83005,73.6,0
96205,67.0,0
29537,55.0,1
40260,68.0,1
41319,87.0,0
81007,85.0,1
16649,58.95,0
15429,131.0,0
40771,84.0,0
47174,67.5,0
103798,167.8,0
57556,149.4,1
77829,65.0,0
103599,119.0,0
71300,113.4,1
21997,44.66,0
47715,60.0,1
57552,149.4,1
11560,72.0,1
23304,74.0,0
80651,73.0,0
84816,90.0,0
85486,79.0,0
73484,12.0,1
88822,93.75,0
17976,48.0,0
1112,160.0,0
68490,279.0,1
36346,89.18,0
97238,205.63,0
37323,193.0,0
84417,69.0,0
63655,71.28,1
51747,130.0,1
62366,62.0,1
40557,63.46,0
54729,96.3,0
44219,100.0,0
70430,150.0,1
84576,129.5,0
95394,67.0,0
49304,137.7,1
52677,143.1,1
97255,135.9,0
52755,221.0,1
56954,149.4,1
117135,200.5,0
116168,99.9,0
953,154.38,1
20861,68.17,0
42364,62.0,1
18486,42.0,0
38833,251.0,0
96478,72.42,0
95131,94.5,0
88115,110.0,0
4708,73.0,1
97387,159.0,0
18249,36.0,0
15383,115.0,1
27458,131.6,0
96226,82.45,0
37475,115.0,0
70709,162.0,1
22705,121.5,0
86873,90.0,0
92293,68.0,0
54144,62.0,1
26878,281.0,0
97564,117.0,0
40618,62.0,1
38286,199.0,0
84087,115.0,0
68002,98.1,1
65011,98.0,1
24234,70.0,0
78353,136.0,1
43959,170.0,1
91571,139.5,0
15108,34.0,1
43965,170.0,1
90288,152.67,0
49862,80.0,0
21364,40.79,0
41191,87.0,0
80928,94.99,0
57615,62.0,1
95405,181.0,0
99952,100.75,0
33093,60.0,0
96341,128.7,0
13969,80.8,0
97828,95.0,0
76670,66.0,0
67150,115.0,1
105015,67.58,0
66840,100.0,1
80581,65.0,1
105197,98.0,0
45794,84.0,1
116839,80.1,0
57698,95.0,1
71733,140.0,1
23752,95.0,0
82862,75.0,1
81620,100.0,1
41246,101.5,1
70552,89.1,1
46585,77.0,0
64643,65.0,1
98285,139.0,0
71921,112.67,1
33788,105.0,0
22243,45.0,0
109816,98.1,0
87197,186.3,0
99353,0.0,0
32208,55.0,0
47753,78.2,1
44743,70.0,1
12465,120.0,1
82756,75.0,1
65726,117.0,1
34206,85.0,0
70690,163.8,1
90850,103.68,0
31273,38.0,0
27391,200.1,0
81180,94.6,0
76795,75.0,0
76194,120.0,1
70590,130.0,1
91795,95.0,0
20635,58.0,0
84234,138.25,0
32831,37.8,0
7921,98.0,1
118473,89.1,0
57352,96.0,1
17188,50.48,0
14108,208.0,0
53515,62.0,1
19942,48.0,0
35903,62.0,0
46069,0.0,0
11285,155.0,1
41259,101.5,1
37039,74.63,0
48944,150.3,1
27566,273.9,0
112823,104.0,0
47267,79.0,1
69224,183.6,1
26569,251.0,0
9733,86.16,1
14695,40.05,1
78479,123.3,0
23552,86.95,0
110066,99.0,0
45398,85.67,0
27552,2.0,0
19818,84.37,0
36892,56.7,0
6525,57.15,0
99119,123.33,0
91971,95.0,0
61117,117.5,1
94182,108.0,0
5615,52.56,1
71627,126.0,1
64897,79.2,1
43852,19.15,1
65303,90.0,1
46694,72.97,1
105112,68.0,0
86724,67.0,0
93170,137.7,0
78741,100.0,0
81995,70.0,1
47112,80.3,0
36588,176.0,0
82125,80.0,1
17721,70.5,0
70549,160.0,1
104646,152.0,0
118259,160.0,0
8559,48.0,0
83172,102.0,0
262,123.0,1
114439,108.0,0
80104,80.0,1
28164,66.0,0
9691,37.8,1
41715,76.5,1
10973,111.83,1
12832,201.6,1
89937,129.96,0
50791,123.9,0
23818,86.38,0
29307,75.0,0
9338,88.0,1
114183,136.29,0
88318,135.0,0
115136,126.0,0
31158,74.88,0
72429,89.1,1
104308,82.88,0
25897,112.0,0
72785,115.63,1
30789,58.74,0
107463,80.0,0
89971,65.0,0
5907,54.5,0
22221,35.24,0
100554,108.68,0
89133,116.1,0
12000,94.0,1
34135,50.0,0
15167,8.0,1
17864,42.3,0
41600,67.0,0
2610,56.0,0
47049,85.0,1
29806,93.0,0
92024,85.5,0
28189,98.05,0
84513,89.0,0
16790,97.5,0
86727,90.0,0
64349,100.3,1
6932,84.9,0
85709,199.0,0
44095,108.0,1
15491,109.3,0
6011,50.02,0
113356,112.67,0
26456,193.33,0
76053,101.5,1
44600,72.75,0
47253,106.0,1
52631,126.9,1
4761,66.0,0
53384,106.65,1
36376,42.81,0
86588,76.5,0
78363,95.04,0
58019,120.0,1
84195,48.67,0
87516,87.3,0
110786,154.8,0
60195,100.0,1
65159,91.8,1
91872,95.0,0
11412,85.0,1
70468,120.0,1
100689,96.78,0
67436,149.0,1
107151,68.0,0
112660,0.0,0
97757,96.3,0
43472,109.0,0
10303,52.0,1
37591,98.0,0
64584,80.0,1
42702,90.0,0
38398,241.6,0
69098,138.6,1
27796,160.0,0
70265,90.0,1
82261,98.0,0
54038,110.0,1
110837,117.0,0
1331,261.4,0
39431,231.0,0
72451,183.08,1
48024,82.45,0
100906,122.0,0
101165,90.0,0
109043,114.0,0
77403,90.0,0
61029,78.0,1
78500,6.0,0
34982,60.0,0
75503,62.0,1
75362,62.0,1
69025,138.6,1
12907,278.57,1
30726,34.56,0
13355,167.18,1
5187,44.36,1
59254,106.0,1
26418,179.0,0
114021,85.0,0
14710,40.05,1
21089,27.0,0
61870,69.29,1
77502,67.0,0
36586,57.85,0
49173,62.0,1
102889,79.0,0
39247,241.0,0
71664,150.0,1
10192,48.6,1
99979,182.18,0
111269,125.0,0
78581,65.0,0
22969,0.0,0
7850,88.4,1
16860,36.0,0
26026,170.93,0
39263,169.0,0
36481,93.0,0
58043,118.8,1
34151,48.71,0
20821,37.0,0
18860,39.0,0
105105,97.0,0
5605,95.0,1
99477,170.0,0
34475,60.65,0
12265,164.0,1
110919,120.0,0
96108,72.25,0
10128,88.0,1
81351,66.0,0
106204,110.16,0
113151,149.0,0
84324,65.0,0
77722,136.0,0
53690,194.0,1
88626,93.0,0
103235,88.2,0
95945,95.79,0
95557,130.0,0
75022,82.0,1
14697,40.05,1
98712,112.56,0
102944,65.0,0
12936,206.0,1
36549,85.0,0
97791,118.8,0
80491,90.0,1
89557,155.0,0
21029,27.0,0
91603,123.0,0
67723,117.0,1
7486,209.0,1
110113,295.0,0
94238,67.0,0
67693,80.0,1
15121,93.0,0
114661,99.0,0
90374,137.4,0
60132,131.57,1
58788,115.0,1
57159,119.85,1
57711,106.2,1
12949,183.75,1
95961,70.04,0
33145,91.5,0
90806,160.8,0
6330,99.0,1
113977,99.0,0
105316,67.5,0
61691,104.0,1
2423,50.4,0
8652,72.0,0
110163,124.0,0
29175,40.0,0
117954,189.0,0
100012,85.0,0
110889,141.0,0
94862,180.0,0
117719,140.0,0
47116,173.0,0
85405,67.5,0
1475,98.0,0
76385,87.0,0
11070,60.0,1
4555,84.0,0
62197,88.4,1
106022,72.0,0
68773,180.0,1
3281,61.2,0
73954,62.0,1
12561,99.81,1
113082,110.0,0
97007,135.9,0
31785,74.0,0
25058,136.0,0
95038,112.5,0
19367,88.0,1
60043,89.0,1
59260,106.25,1
109700,108.0,0
61673,88.0,1
53104,130.0,1
114865,130.0,0
90999,89.0,0
94593,89.25,0
73437,195.0,1
5970,55.0,1
23628,85.33,0
71700,89.1,1
58472,120.0,1
117459,145.0,0
80250,69.0,0
106401,0.0,0
63302,115.6,1
63344,108.0,1
68573,160.0,1
116979,147.5,0
27743,93.93,0
29035,43.89,0
49844,99.0,0
16827,154.0,0
82599,62.67,0
72163,140.0,1
25605,140.14,0
33035,66.0,0
92863,128.8,0
81485,0.0,0
77851,170.0,0
108156,102.0,0
115079,89.0,0
107268,81.0,0
3344,70.0,1
93218,92.28,0
49602,151.3,1
79865,90.0,1
34812,40.95,0
14126,86.5,0
42267,124.0,0
21013,75.0,0
10474,46.0,1
7372,126.0,1
34185,63.0,0
17965,35.0,0
17463,50.4,0
56535,70.0,1
78781,100.0,0
86259,67.32,0
98407,211.41,0
93880,121.5,0
102585,68.07,0
99665,90.0,0
108403,98.0,0
45501,62.0,1
41346,76.5,0
94124,96.0,0
73421,257.0,1
114662,166.5,0
87580,103.5,0
4083,68.0,1
16199,154.8,0
70164,120.0,1
91417,141.0,0
40517,62.0,0
58664,105.0,1
45921,64.0,1
50206,74.0,1
2664,45.0,1
16869,80.0,0
19962,68.0,0
13827,65.0,0
107997,95.0,1
43377,101.5,1
40502,0.0,0
92701,96.0,0
3822,39.0,1
103919,161.67,0
5457,39.0,1
23450,80.81,0
119071,150.33,0
80966,80.0,0
98783,83.0,0
11964,74.25,1
28056,90.0,0
19984,26.0,0
70201,140.0,1
52886,120.0,1
23923,121.5,0
91163,115.0,0
102914,97.4,0
10286,136.0,1
11835,100.0,1
46925,88.63,0
24418,101.7,0
45747,70.0,1
93526,115.0,0
73795,62.8,1
115119,95.49,0
93624,118.8,0
9629,55.8,1
50821,89.25,1
105392,88.0,0
30648,45.0,0
90380,114.96,0
48813,79.0,1
101508,133.03,0
28140,88.9,0
16620,140.0,0
91634,90.0,0
42178,74.61,0
6478,110.0,1
38600,156.1,0
85063,80.0,0
67853,117.0,1
25778,97.0,0
57655,108.8,1
18308,30.0,0
37658,181.0,0
10235,42.0,1
4524,87.75,1
52871,120.0,1
32844,80.0,0
82230,65.0,1
52007,140.4,1
104108,93.6,0
252,110.5,0
32574,44.0,0
72042,140.0,1
61893,129.58,1
28933,60.0,0
16712,123.0,0
88123,100.0,0
51144,65.0,0
111127,120.0,0
19770,57.0,0
86995,65.0,0
108253,91.8,0
107804,77.23,0
72626,89.1,1
37195,74.25,0
96242,101.7,0
2251,68.86,1
47828,84.0,1
103087,68.0,0
58413,110.0,1
42054,90.0,1
26601,150.0,0
75026,65.29,1
98324,108.0,0
23133,95.0,0
78151,0.0,0
46656,86.75,1
72845,90.0,1
9789,55.8,1
3078,58.2,0
67508,120.0,1
53978,117.9,1
93852,189.0,0
46066,62.0,0
85701,109.0,0
11537,67.5,1
118933,162.67,0
60303,100.0,1
22845,45.0,0
70090,105.0,1
3234,0.0,0
60626,62.8,1
31863,89.0,0
105627,88.0,0
51456,100.0,1
12653,222.0,1
37211,102.8,0
3825,48.0,0
43280,70.0,0
89034,90.0,0
22220,12.0,0
42177,66.53,0
250,73.8,0
16533,142.5,0
41876,62.0,1
62624,79.0,1
61489,51.4,1
80562,65.0,0
116482,82.47,0
105761,149.6,0
1988,85.5,0
4576,84.0,0
62947,80.0,1
94134,115.0,0
8401,108.26,1
49989,85.0,1
66669,105.0,1
29002,46.0,0
84557,93.0,0
62188,138.6,1
67542,100.0,1
70154,120.0,1
82289,58.0,0
86520,99.0,0
36836,81.0,0
73654,250.0,1
5852,8.0,1
92480,112.0,0
21225,90.0,0
5066,85.0,0
119126,300.0,0
95119,174.0,0
103947,69.29,0
8613,48.0,1
105006,135.5,0
91977,82.47,0
63779,69.7,1
94409,139.0,0
59366,85.5,1
11036,63.0,1
77805,17.6,1
67226,90.0,1
65461,193.5,1
28323,67.0,0
12805,104.85,1
4,98.0,0
66174,177.0,1
116354,148.75,0
5390,79.2,1
956,171.9,0
15665,67.0,1
85444,85.67,0
110780,160.0,0
1885,89.0,1
48800,6.0,1
83550,139.0,0
19172,40.0,0
80497,80.0,1
51330,119.5,1
14091,38.0,0
46254,74.69,0
56231,123.3,1
65583,108.0,1
55953,62.0,1
76759,81.0,0
41258,101.5,1
112666,160.0,0
68018,98.1,1
116320,126.0,0
111879,120.0,0
109781,80.1,0
115032,159.5,0
68680,190.0,1
74697,0.0,0
152,114.0,1
38639,220.0,0
105924,100.3,0
24557,61.2,0
97816,149.0,0
25658,52.85,0
36147,75.4,0
43775,120.0,1
18030,48.0,0
33403,52.4,0
31346,46.57,0
14481,30.0,0
108430,72.0,0
72523,109.0,1
97357,100.3,0
56043,94.78,1
89432,95.0,0
39024,233.13,0
97115,183.6,0
36268,60.0,0
100107,105.4,0
38459,104.85,0
43331,108.0,0
28249,129.33,0
28043,90.0,0
110673,144.4,0
55725,78.0,1
114030,182.75,0
75720,62.0,1
64369,145.5,1
100082,140.0,0
55819,137.7,1
23354,130.0,0
115489,115.0,0
76086,101.5,1
9366,64.0,1
52405,100.0,1
74536,62.0,1
11172,165.0,1
115754,140.0,0
41931,90.0,0
109826,189.0,0
57460,75.0,1
88802,126.0,0
91478,89.1,0
99081,118.8,0
111769,120.0,0
66201,95.0,1
32031,100.0,0
34447,55.8,0
77952,170.0,0
69865,120.0,1
52496,130.0,1
17971,39.0,0
41591,75.0,1
88583,107.55,0
91241,90.0,0
102712,88.0,0
49588,96.3,1
80,58.95,0
112335,130.0,0
95424,106.0,0
29976,79.8,0
48475,85.5,0
113893,109.0,0
1153,172.0,0
52269,159.3,1
100465,85.5,0
100358,76.5,0
48077,116.1,1
76635,0.0,0
5361,46.0,1
80664,73.0,0
90141,99.0,0
11484,100.0,1
87311,90.56,0
43238,115.0,0
111610,117.0,0
113933,75.0,0
100598,109.0,0
34592,49.0,0
54105,59.0,1
37058,70.26,0
62955,80.0,1
101859,75.0,0
56601,135.9,1
64132,81.9,1
25252,0.0,0
6731,73.49,0
99105,158.0,0
10356,35.0,1
42072,90.0,1
101477,130.33,0
78880,48.0,0
6463,110.0,1
119106,150.0,0
5355,46.0,1
81508,0.0,0
88401,152.0,0
79073,65.0,0
51062,95.0,1
81539,135.0,1
23265,59.0,0
5590,55.83,0
22898,68.0,0
59094,65.0,1
106967,95.0,0
96468,109.8,0
115873,125.1,0
91387,157.25,0
5831,85.0,0
14939,119.7,1
25796,79.9,0
84271,66.0,0
68228,160.0,1
59161,110.0,1
90286,129.0,0
23999,54.2,0
50594,65.0,1
111375,108.0,0
8931,49.0,1
91855,95.0,0
58774,110.0,1
103911,161.67,0
32932,48.0,0
108811,75.0,0
37498,98.4,0
41348,83.2,0
34255,32.0,0
112957,144.0,0
104938,88.0,0
88966,177.0,0
114387,99.0,0
82821,75.0,1
2459,59.4,1
115701,123.83,0
28044,60.0,0
63978,149.33,1
10516,64.0,1
9785,42.0,1
39232,236.1,0
90827,126.9,0
3566,27.0,0
92164,88.76,0
11785,120.0,1
118088,112.67,0
55276,150.3,1
70685,170.0,1
57060,172.0,1
2252,67.0,0
111964,164.0,0
77281,133.0,0
66533,95.0,1
44056,170.0,1
99778,111.8,0
106421,92.94,0
37588,120.6,0
114701,112.91,0
27593,149.94,0
42495,6.0,1
65819,100.0,1
97837,125.1,0
104293,69.0,0
52415,100.0,1
86329,82.45,0
22693,95.5,0
92784,109.5,0
84029,90.0,0
30098,37.8,0
30873,84.0,0
34258,40.0,0
106217,127.8,0
81626,100.0,1
88260,80.0,0
10575,37.8,1
88990,131.26,0
117751,137.75,0
51431,57.5,1
57067,125.1,1
66965,100.8,1
58260,79.59,0
75658,62.0,1
5369,78.2,1
68914,130.05,1
2840,25.0,1
58247,132.3,1
66677,102.6,1
79677,71.25,0
81385,84.0,0
40011,149.45,0
46293,72.25,0
50831,99.45,1
12231,56.7,1
65715,85.0,1
51799,62.0,1
13067,266.6,1
234,123.0,1
87438,95.0,0
29875,52.8,0
61977,91.8,1
83648,66.0,0
103944,65.0,0
55714,152.1,1
65887,189.0,1
39738,227.06,0
64833,74.84,1
119210,104.0,0
70991,129.0,1
102288,78.3,0
115714,123.23,0
3485,80.0,1
105164,75.0,0
97492,149.4,0
77435,0.0,0
44991,109.0,0
65930,126.0,1
42096,60.0,0
6564,141.0,1
38130,228.75,0
98780,108.0,0
38747,274.6,0
87247,85.0,0
111975,89.1,0
2977,108.0,0
90915,75.33,0
72838,90.0,1
96586,96.0,0
61418,119.0,1
22177,38.0,0
111522,95.0,0
35090,129.5,0
80690,73.0,0
90253,100.0,0
52294,140.9,1
29461,74.61,0
19264,46.0,1
64268,100.3,1
9233,64.8,1
51313,112.0,0
61784,105.61,1
53127,62.0,1
1933,74.0,1
36738,72.0,0
18074,110.0,0
72389,175.5,1
26272,206.0,0
29287,39.0,0
81027,85.0,1
116021,283.0,0
30579,50.0,0
115301,152.0,0
79970,73.15,0
32679,58.8,0
84536,87.0,0
72068,199.0,1
58697,115.0,1
68713,90.0,1
65823,80.0,1
14655,35.67,0
44,110.7,0
101109,106.2,0
2929,94.0,0
117846,139.5,0
106575,188.4,0
8356,182.25,1
48849,96.3,0
81952,65.0,1
82620,118.0,0
80373,97.0,1
27027,190.1,0
6663,57.51,1
70694,196.2,1
35248,111.8,0
53791,62.0,1
44333,74.15,0
105411,95.4,0
23789,135.0,0
30284,43.8,0
47810,78.3,1
96040,100.0,0
24892,73.6,0
59261,178.59,1
15980,196.0,0
50917,99.0,0
96443,119.0,0
69322,130.0,1
10041,54.0,1
77656,147.0,0
43249,82.0,0
109021,90.93,0
76897,113.0,0
61429,127.8,1
45175,94.5,0
57180,143.1,1
108086,75.0,0
44979,109.0,0
101467,134.3,0
111794,147.0,0
87963,72.76,0
18155,27.0,0
47451,72.8,1
19639,71.0,0
82225,70.0,1
9819,53.5,1
36824,82.85,0
107601,133.33,0
19902,38.0,0
91394,135.15,0
19421,58.0,0
13563,270.0,1
94597,76.23,0
81381,79.0,0
35448,99.0,0
13904,47.0,0
